maintenance_id,bike_id,maintenance_date,maintenance_type,cost
5598,1062,2026-06-20,brake_adjustment,24.45
5599,1108,2026-06-21,wheel_true,33.80
5600,1249,2026-06-22,flat_tire,21.63
5601,1333,2026-06-22,tune_up,50.54
5602,1138,2026-06-23,wheel_true,33.13
5603,1181,2026-06-23,brake_adjustment,19.76
5604,1208,2026-06-23,flat_tire,18.73
5605,1106,2026-06-24,wheel_true,30.51
5606,1036,2026-06-25,brake_adjustment,23.25
5607,1324,2026-06-26,wheel_true,28.90
5608,1274,2026-06-28,wheel_true,35.50
