trip_id,started_at,ended_at,start_station_name,end_station_name,bike_id,user_type,user_birth_year,price
114499,22/02/2026 19:27,22/02/2026 19:40,Floodgate Road,Gasometer Park,1058,casual,2002,2.95
114500,22/02/2026 19:56,22/02/2026 20:10,Old Mill Crossing,Central Station,1250,casual,1985,3.25
114501,22/02/2026 20:00,22/02/2026 20:13,Aurora & 22nd,University Gate,1192,casual,1984,3.10
114502,22/02/2026 20:26,22/02/2026 20:33,University Gate,Pier 12,1219,member,1976,0.00
114503,23/02/2026 01:24,23/02/2026 01:32,Guildhall Steps,Steelworks Gate,1252,member,1987,0.00
114504,23/02/2026 07:43,23/02/2026 08:35,Gasometer Park,Gasometer Park,1215,casual,,8.95
114505,23/02/2026 07:52,23/02/2026 08:07,Old Town Square,Old Town Square,1164,casual,1986,3.40
114506,23/02/2026 08:00,23/02/2026 08:48,Warehouse Row,Sunset Boulevard,1327,casual,1997,8.20
114507,23/02/2026 08:43,23/02/2026 09:02,Botanic Gardens,Gasometer Park,1152,member,1982,0.00
114508,23/02/2026 08:45,23/02/2026 09:35,Old Town Square,Old Town Square,1042,member,1986,0.50
114509,23/02/2026 08:54,23/02/2026 09:05,Opera House,Tramline Depot,1133,member,1986,0.00
114510,23/02/2026 10:37,23/02/2026 11:10,Student Commons,Merchant Hall,1247,casual,1969,6.10
114511,23/02/2026 11:14,23/02/2026 11:34,Lighthouse Point,Opera House,1236,casual,1990,4.00
114512,23/02/2026 11:27,23/02/2026 12:12,Central Station,Central Station,1284,Casual,1989,7.75
114513,23/02/2026 12:00,23/02/2026 13:01,Kayak Launch,University Gate,1060,Casual,1992,10.15
114514,23/02/2026 12:00,23/02/2026 12:06,Lighthouse Point,Central Station,1327,MEMBER,1984,0.00
114515,23/02/2026 16:05,23/02/2026 16:19,Tannery Yard,Tannery Yard,1291,casual,1968,3.10
114516,23/02/2026 16:31,23/02/2026 17:10,Gasometer Park,Marina Green,1331,casual,1995,6.85
114517,23/02/2026 16:41,23/02/2026 16:47,Student Commons,Library Mall,1311,member,1969,0.00
114518,23/02/2026 16:44,23/02/2026 16:49,Library Mall,Steelworks Gate,1028,member,,0.00
114519,23/02/2026 17:01,23/02/2026 20:01,Science Quad,Tannery Yard,1233,casual,1973,28.00
114520,23/02/2026 17:34,23/02/2026 17:47,Gasometer Park,Observatory Hill,1269,member,1975,0.00
114521,23/02/2026 17:49,23/02/2026 18:29,Harbor West,Harbor West,1279,casual,1969,7.00
114522,23/02/2026 17:49,23/02/2026 18:17,Old Town Square,Grand & 9th,1210,casual,1985,5.20
114523,23/02/2026 18:19,23/02/2026 18:53,Central Station,Athletics Center,1046,casual,2003,6.25
114524,23/02/2026 18:30,23/02/2026 18:51,Riverside Walk,Westfield Green,1104,member,1985,0.00
114525,23/02/2026 18:41,23/02/2026 18:51,Botanic Gardens,Cobbler's Row,1067,member,1995,0.00
114526,23/02/2026 18:42,23/02/2026 18:54,Union Plaza,Union Plaza,1318,member,1980,0.00
114527,23/02/2026 19:33,23/02/2026 19:46,Clocktower Plaza,Westfield Green,1171,member,2004,0.00
114528,23/02/2026 20:50,23/02/2026 20:57,Fountain Court,Fountain Court,1329,member,1998,0.00
114529,23/02/2026 21:51,23/02/2026 22:08,Westfield Green,Student Commons,1227,member,1988,0.00
114530,23/02/2026 22:21,23/02/2026 22:42,Marina Green,Opera House,1300,member,1981,0.00
114531,24/02/2026 07:04,24/02/2026 07:24,Old Town Square,Cedar Park Loop,1271,casual,1994,4.15
114532,24/02/2026 07:05,24/02/2026 07:12,Old Town Square,Grand & 3rd,1271,member,1987,0.00
114533,24/02/2026 07:06,24/02/2026 07:17,Old Town Square,Old Town Square ,1051,casual,1976,2.80
114534,24/02/2026 07:52,24/02/2026 07:56,Athletics Center,Athletics Center,1003,member,1975,0.00
114535,24/02/2026 07:58,24/02/2026 08:16,Athletics Center,Athletics Center,1130,casual,1963,3.85
114536,24/02/2026 08:05,24/02/2026 08:19,Lighthouse Point,Aurora & 22nd,1241,casual,1994,3.25
114537,24/02/2026 08:25,24/02/2026 08:38,Sunset Boulevard,Sunset Boulevard,1209,member,1966,0.00
114538,24/02/2026 08:35,24/02/2026 08:41,Seawall Promenade,Old Town Square,1232,member,1980,0.00
114538,24/02/2026 08:35,24/02/2026 08:41,Seawall Promenade,Old Town Square,1232,member,1980,0.00
114539,24/02/2026 08:37,24/02/2026 08:47,Merchant Hall,Pier 12,1318,member,1991,0.00
114540,24/02/2026 08:39,24/02/2026 09:21,Dockside Market,Dockside Market,1233,casual,1978,7.45
114541,24/02/2026 08:58,24/02/2026 09:23,Seawall Promenade,Aurora & 22nd,1112,casual,1977,4.75
114542,24/02/2026 09:22,24/02/2026 09:27,Gasometer Park,Gasometer Park,1344,member,,0.00
114543,24/02/2026 09:37,24/02/2026 10:02,Poplar Circle,Poplar Circle,1252,member,1975,0.00
114544,24/02/2026 09:41,24/02/2026 09:47,Exchange Street,Exchange Street,1043,member,1996,0.00
114545,24/02/2026 10:21,24/02/2026 11:17,Steelworks Gate,steelworks gate,1273,casual,2006,9.55
114546,24/02/2026 10:40,24/02/2026 10:45,Sunset Boulevard,Northgate Transit Hub,1136,casual,1960,1.75
114547,24/02/2026 11:37,24/02/2026 11:47,Gasometer Park,Gasometer Park,1306,member,1968,0.00
114548,24/02/2026 11:48,24/02/2026 12:01,Athletics Center,Kayak Launch,1010,Member,1982,0.00
114549,24/02/2026 13:17,24/02/2026 13:37,Birchwood Terrace,Lighthouse Point,1191,member,1989,0.00
114550,24/02/2026 15:32,24/02/2026 15:49,Steelworks Gate,Student Commons,1254,casual,1979,3.70
114551,24/02/2026 15:47,24/02/2026 15:56,Fountain Court,Fountain Court,1090,member,1996,0.00
114552,24/02/2026 16:02,24/02/2026 16:09,Gasometer Park,Old Mill Crossing,1274,member,1989,0.00
114553,24/02/2026 16:19,24/02/2026 16:34,Northgate Transit Hub,Floodgate Road,1250,member,,
114554,24/02/2026 16:42,24/02/2026 16:50,Athletics Center,Old Town Square,1325,casual,1984,2.35
114555,24/02/2026 17:06,24/02/2026 17:10,Harbor East,Kayak Launch,1011,member,1971,0.00
114555,24/02/2026 17:06,24/02/2026 17:10,Harbor East,Kayak Launch,1011,member,1971,0.00
114556,24/02/2026 17:23,24/02/2026 17:36,Riverside Walk,Cobbler's Row,1010,member,1969,0.00
114557,24/02/2026 17:27,24/02/2026 17:36,Aurora & 40th,Gasometer Park,1167,member,1983,0.00
114558,24/02/2026 18:22,24/02/2026 18:36,Seawall Promenade,Seawall Promenade,1269,member,1992,0.00
114559,24/02/2026 19:43,24/02/2026 19:51,Pier 12,Pier 12,1345,Casual,1994,2.35
114560,24/02/2026 20:02,24/02/2026 20:29,Northgate Transit Hub,Northgate Transit Hub,1293,casual,1986,5.05
114561,24/02/2026 20:13,24/02/2026 20:22,Maple Grove,Gasometer Park,1125,casual,1979,2.50
114562,24/02/2026 23:43,24/02/2026 23:49,Opera House,Gasometer Park,1312,casual,1991,1.90
114563,25/02/2026 00:24,25/02/2026 00:54,University Gate,Northgate Transit Hub,1337,casual,1985,5.50
114564,25/02/2026 02:58,25/02/2026 03:09,Sunset Boulevard,Gasometer Park,1293,member,1984,0.00
114565,25/02/2026 06:07,25/02/2026 06:23,Seawall Promenade,Aurora & 40th,1188,member,1988,0.00
114566,25/02/2026 06:12,25/02/2026 06:29,Riverside Walk,Athletics Center,1057,casual,1989,3.55
114567,25/02/2026 06:38,25/02/2026 06:55,Student Commons,Opera House,1136,member,1999,0.00
114568,25/02/2026 06:51,25/02/2026 07:05,Pier 12,Observatory Hill,1215,Casual,1993,3.10
114569,25/02/2026 06:58,25/02/2026 07:05,Steelworks Gate,Steelworks Gate,1293,member,1985,0.00
114570,25/02/2026 07:22,25/02/2026 07:36,City Hall,City Hall,1047,member,1984,0.00
114571,25/02/2026 07:23,25/02/2026 07:27,Student Commons,student commons,1011,member,1971,0.00
114572,25/02/2026 07:33,25/02/2026 07:38,University Gate,Steelworks Gate,1305,Casual,1985,1.90
114573,25/02/2026 07:50,25/02/2026 07:54,Old Town Square,Birchwood Terrace,1340,MEMBER,,0.00
114574,25/02/2026 08:08,25/02/2026 08:15,Old Town Square,Science Quad,1213,member,1978,0.00
114575,25/02/2026 08:19,25/02/2026 08:28,Opera House,Northgate Transit Hub,1208,member,1992,0.00
114576,25/02/2026 08:23,25/02/2026 08:39,Old Town Square,Student Commons,1058,casual,1968,3.40
114577,25/02/2026 08:36,25/02/2026 08:58,Gasometer Park,Steelworks Gate,1329,casual,1993,4.45
114578,25/02/2026 10:36,25/02/2026 10:45,Rosemont & 5th,Tannery Yard,1012,member,1978,0.00
114579,25/02/2026 11:26,25/02/2026 11:43,Cobbler's Row,Old Town Square,1217,member,1991,0.00
114580,25/02/2026 13:08,25/02/2026 13:23,Sunset Boulevard ,Merchant Hall,1120,member,1992,0.00
114581,25/02/2026 14:43,25/02/2026 14:54,Merchant Hall,Kayak Launch,1197,Casual,1968,2.80
114582,25/02/2026 15:18,25/02/2026 15:56,Warehouse Row,Steelworks Gate,1284,Casual,1964,6.70
114583,25/02/2026 15:45,25/02/2026 16:08,opera house,Opera House,1275,Member,1991,0.00
114584,25/02/2026 15:51,25/02/2026 16:02,Steelworks Gate,Steelworks Gate,1216,Member,1957,0.00
114585,25/02/2026 17:22,25/02/2026 17:33,Merchant Hall,Gasometer Park,1244,member,1978,0.00
114586,25/02/2026 17:34,25/02/2026 17:45,Athletics Center,Warehouse Row,1271,Member,1986,0.00
114587,25/02/2026 17:34,25/02/2026 17:52,Lighthouse Point,Lighthouse Point,1158,casual,,3.70
114588,25/02/2026 17:40,25/02/2026 18:19,Old Town Square,Old Town Square,1029,casual,2000,7.00
114589,25/02/2026 19:08,25/02/2026 19:26,riverside walk,Exchange Street,1164,member,1973,0.00
114590,25/02/2026 19:21,25/02/2026 19:38,Kayak Launch,Kayak Launch,1070,member,1985,0.00
114591,25/02/2026 20:29,25/02/2026 20:36,Merchant Hall,Marina Green,1195,member,1991,0.00
114592,25/02/2026 21:46,25/02/2026 22:06,Harbor East,Lighthouse Point,1311,member,,0.00
114593,25/02/2026 22:55,25/02/2026 23:00,Pier 12,Sunset Boulevard,1192,member,1992,0.00
114594,25/02/2026 23:00,25/02/2026 23:16,Pier 12,Observatory Hill,1015,member,1967,0.00
114595,26/02/2026 06:08,26/02/2026 06:18,City Hall,Rosemont & 5th,1337,casual,1997,2.50
114596,26/02/2026 06:28,26/02/2026 07:00,Central Station,Gasometer Park,1254,member,1987,0.00
114597,26/02/2026 07:12,26/02/2026 07:49,Cobbler's Row,Cobbler's Row,1120,casual,1992,6.70
114598,26/02/2026 07:13,26/02/2026 07:18,Northgate Mall,Gasometer Park,1319,member,1995,0.00
114599,26/02/2026 08:05,26/02/2026 08:14,Marina Green,Northgate Transit Hub,1067,casual,1988,2.50
114600,26/02/2026 08:16,26/02/2026 08:22,Central Station,Warehouse Row,1222,member,1975,0.00
114601,26/02/2026 08:22,26/02/2026 08:34,harbor east,Westfield Green,1044,member,1977,0.00
114602,26/02/2026 08:29,26/02/2026 08:57,Seawall Promenade,Kayak Launch,1215,member,1988,0.00
114603,26/02/2026 08:29,26/02/2026 08:44,Campus North,Marina Green,1277,casual,1984,3.25
114604,26/02/2026 08:32,26/02/2026 08:47,Student Commons,Library Mall,1315,casual,1992,3.40
114605,26/02/2026 08:56,26/02/2026 09:13,Gasometer Park,Old Town Square,1329,casual,1977,3.70
114606,26/02/2026 08:59,26/02/2026 09:14,Central Station,Maple Grove,1087,member,1973,0.00
114607,26/02/2026 09:08,26/02/2026 09:39,Riverside Walk,Gasometer Park,1259,casual,1996,5.80
114608,26/02/2026 09:09,26/02/2026 09:28,Maple Grove,Maple Grove,1206,casual,1992,4.00
114609,26/02/2026 09:24,26/02/2026 09:36,Opera House,Opera House,1307,Member,1980,0.00
114610,26/02/2026 09:53,26/02/2026 10:10,Maple Grove,Gasometer Park,1029,casual,1990,3.70
114611,26/02/2026 10:06,26/02/2026 10:28,Athletics Center,Northgate Transit Hub,1225,casual,2003,4.45
114612,26/02/2026 10:19,26/02/2026 10:41,Central Station,Riverside Walk,1086,casual,1974,4.30
114613,26/02/2026 10:31,26/02/2026 10:52,Birchwood Terrace,Sunset Boulevard,1289,casual,1987,4.30
114614,26/02/2026 10:35,26/02/2026 11:08,Old Town Square,Central Station,1077,member,1994,0.00
114615,26/02/2026 12:47,26/02/2026 12:57,Kayak Launch,Birchwood Terrace,1158,member,1989,0.00
114616,26/02/2026 12:53,26/02/2026 13:11,Grand & 9th,Warehouse Row,1129,member,2005,0.00
114617,26/02/2026 13:02,26/02/2026 13:11,Seawall Promenade,Gasometer Park,1149,member,1994,0.00
114618,26/02/2026 13:20,26/02/2026 13:43,Meridian Tower,Student Commons,1046,member,1995,0.00
114619,26/02/2026 13:49,26/02/2026 13:55,Riverside Walk,Exchange Street,1297,member,2005,0.00
114620,26/02/2026 14:22,26/02/2026 14:42,Pier 12,Aurora & 40th,1272,member,1990,0.00
114621,26/02/2026 15:48,26/02/2026 15:57,Observatory Hill,Central Station,1298,member,1993,0.00
114622,26/02/2026 16:25,26/02/2026 16:33,Marina Green,Marina Green,1129,member,1991,0.00
114623,26/02/2026 16:57,26/02/2026 17:06,Old Mill Crossing,Old Mill Crossing,1164,casual,1972,2.35
114624,26/02/2026 17:02,26/02/2026 17:09,City Hall,Old Town Square,1151,member,1972,0.00
114625,26/02/2026 17:31,26/02/2026 17:35,Gasometer Park ,Athletics Center,1003,member,1982,0.00
114626,26/02/2026 17:56,26/02/2026 18:24,Northgate Transit Hub,Steelworks Gate,1344,casual,1979,5.35
114627,26/02/2026 18:40,26/02/2026 18:54,Northgate Transit Hub,Pier 12,1343,member,1976,0.00
114628,26/02/2026 18:48,26/02/2026 21:33,Kayak Launch,Old Mill Crossing,1169,Casual,1987,25.90
114629,26/02/2026 19:17,26/02/2026 19:32,Cedar Park Loop,Tramline Depot,1300,MEMBER,1999,0.00
114630,26/02/2026 19:54,26/02/2026 20:21,Summit Ridge,Athletics Center,1095,casual,1999,5.05
114631,26/02/2026 20:24,26/02/2026 20:37,Old Town Square,Gasometer Park,1152,member,1980,0.00
114632,26/02/2026 21:07,26/02/2026 21:13,student commons,Warehouse Row,1328,member,1990,0.00
114633,26/02/2026 21:56,26/02/2026 22:06,University Gate,University Gate,1066,member,1988,0.00
114634,26/02/2026 22:22,26/02/2026 22:45,Harbor West,Campus North,1091,casual,1996,4.60
114635,27/02/2026 06:17,27/02/2026 06:28,Cedar Park Loop,University Gate,1271,member,1985,0.00
114636,27/02/2026 06:54,27/02/2026 07:00,Willow Bend,Gasometer Park,1254,member,1972,0.00
114637,27/02/2026 07:30,27/02/2026 07:39,Steelworks Gate,Exchange Street,1052,member,1968,0.00
114638,27/02/2026 08:17,27/02/2026 09:16,Old Town Square,Old Town Square,1093,casual,1974,10.00
114639,27/02/2026 09:45,27/02/2026 10:17,Harbor East,Opera House,1293,member,2003,0.00
114640,27/02/2026 10:33,27/02/2026 11:21,Harbor East,Opera House,1120,casual,1971,8.35
114641,27/02/2026 10:54,27/02/2026 11:02,NORTHGATE TRANSIT HUB,Seawall Promenade,1321,member,,0.00
114642,27/02/2026 11:21,27/02/2026 11:33,Old Town Square,University Gate,1130,member,1996,0.00
114643,27/02/2026 11:31,27/02/2026 11:37,Cobbler's Row,Aurora & 40th,1001,member,1982,0.00
114644,27/02/2026 11:31,27/02/2026 11:37,Old Town Square,Cedar Park Loop,1315,Member,1994,0.00
114645,27/02/2026 12:18,27/02/2026 12:37,Gasometer Park,CITY HALL,1208,member,1971,0.00
114646,27/02/2026 12:58,27/02/2026 13:34,Student Commons,Aurora & 22nd,1268,Casual,1979,6.55
114647,27/02/2026 13:50,27/02/2026 13:59,Athletics Center,Fountain Court,1148,casual,1985,2.35
114648,27/02/2026 15:40,27/02/2026 16:00,Old Town Square,Old Town Square,1086,member,1980,0.00
114649,27/02/2026 15:47,27/02/2026 16:22,Summit Ridge,Athletics Center,1310,casual,1975,6.25
114650,27/02/2026 16:34,27/02/2026 16:48,Old Town Square,Central Station,1020,member,1969,0.00
114651,27/02/2026 16:40,27/02/2026 16:46,Old Town Square,Gasometer Park,1323,casual,1995,2.05
114652,27/02/2026 16:47,27/02/2026 16:58,Marina Green,Exchange Street,1222,member,2000,0.00
114653,27/02/2026 16:50,27/02/2026 17:28,Northgate Transit Hub,City Hall,1311,casual,1965,6.85
114654,27/02/2026 16:58,27/02/2026 17:17,Central Station,Meridian Tower,1107,member,1999,0.00
114655,27/02/2026 17:23,27/02/2026 17:29,Library Mall,Aurora & 22nd,1345,member,1977,0.00
114656,27/02/2026 17:55,27/02/2026 18:29,Riverside Walk,Ferry Meadow,1052,member,1958,0.00
114657,27/02/2026 18:41,27/02/2026 18:50,Old Town Square,Old Town Square,1211,member,1980,0.00
114658,27/02/2026 19:34,27/02/2026 19:50,Cobbler's Row,Old Town Square,1284,member,1965,0.00
114659,27/02/2026 19:41,27/02/2026 20:19,Willow Bend,Willow Bend,1273,casual,1991,6.85
114660,27/02/2026 22:33,27/02/2026 22:45,Union Plaza,Tannery Yard,1087,member,2007,0.00
114661,28/02/2026 07:07,28/02/2026 07:20,Sunset Boulevard,Cathedral Gate,1346,member,2000,0.00
114662,28/02/2026 07:33,28/02/2026 07:55,Opera House,Opera House,1285,casual,1994,4.30
114663,28/02/2026 08:23,28/02/2026 08:56,Old Town Square,Old Town Square,1071,Casual,1978,5.95
114664,28/02/2026 09:04,28/02/2026 09:27,University Gate,Riverside Walk,1011,casual,1997,4.60
114665,28/02/2026 09:32,28/02/2026 09:49,Old Mill Crossing,Student Commons,1228,member,1981,0.00
114666,28/02/2026 10:25,28/02/2026 10:40,Athletics Center,Dockside Market,1247,casual,1986,3.25
114667,28/02/2026 10:29,28/02/2026 11:25,Marina Green,Marina Green,1111,casual,2020,9.55
114668,28/02/2026 11:01,28/02/2026 11:07,Union Plaza,Old Town Square,1316,MEMBER,,0.00
114669,28/02/2026 11:34,28/02/2026 12:11,Steelworks Gate,University Gate,1300,Casual,1999,6.70
114670,28/02/2026 11:56,28/02/2026 12:10,Maple Grove,Harbor West,1287,casual,1991,3.25
114671,28/02/2026 12:01,28/02/2026 13:12,Science Quad,Science Quad,1341,casual,1983,11.65
114672,28/02/2026 12:18,28/02/2026 13:02,Cobbler's Row,Cobbler's Row,1255,casual,1981,7.75
114673,28/02/2026 12:21,28/02/2026 12:57,Dockside Market,Old Mill Crossing,1087,casual,1997,6.55
114674,28/02/2026 12:54,28/02/2026 13:04,Old Town Square,Old Town Square,1328,casual,1960,2.65
114675,28/02/2026 13:08,28/02/2026 13:23,Aurora & 22nd,Seawall Promenade,1044,member,1989,0.00
114676,28/02/2026 13:15,28/02/2026 14:10,Pier 12,Merchant Hall,1101,casual,1980,9.40
114677,28/02/2026 14:13,28/02/2026 14:26,Union Plaza,Old Town Square,1223,member,1997,0.00
114678,28/02/2026 14:58,28/02/2026 15:08,Seawall Promenade,Seawall Promenade,1221,member,1990,0.00
114679,28/02/2026 15:11,28/02/2026 15:21,Athletics Center,Kayak Launch,1231,casual,1989,2.50
114680,28/02/2026 15:32,28/02/2026 15:57,Summit Ridge,Merchant Hall,1065,casual,1985,4.90
114681,28/02/2026 17:30,28/02/2026 17:58,Aurora & 22nd,Dockside Market,1012,casual,1978,5.35
114682,28/02/2026 18:05,28/02/2026 18:40,Meridian Tower,Rosemont & 5th,1028,casual,1995,0.00
114683,28/02/2026 18:56,28/02/2026 19:10,City Hall,City Hall,1315,Casual,1997,3.25
114684,28/02/2026 19:29,28/02/2026 19:40,Union Plaza,Union Plaza,1177,member,1968,0.00
114685,28/02/2026 19:42,28/02/2026 19:56,Northgate Transit Hub,Gasometer Park,1317,member,1984,0.00
114686,28/02/2026 19:42,28/02/2026 19:46,Riverside Walk,Warehouse Row,1130,member,1966,0.00
114687,28/02/2026 19:55,28/02/2026 20:26,Student Commons,University Gate,1060,member,2003,0.00
114688,28/02/2026 20:16,28/02/2026 20:28,Pier 12,Pier 12,1201,casual,1997,2.80
114689,28/02/2026 23:05,28/02/2026 23:30,Gasometer Park,Kayak Launch,1077,casual,1996,4.90
114690,01/03/2026 08:20,01/03/2026 08:30,Old Town Square,Athletics Center,1283,member,,0.00
114691,01/03/2026 09:41,01/03/2026 09:58,Kayak Launch,Harbor West,1234,member,2020,0.00
114692,01/03/2026 10:03,01/03/2026 10:27,Old Town Square,Westfield Green,1035,casual,1981,4.60
114693,01/03/2026 10:16,01/03/2026 10:25,Central Station,opera house,1269,member,1971,0.00
114694,01/03/2026 10:32,01/03/2026 11:20,Old Town Square,Athletics Center,1201,casual,1985,8.20
114695,01/03/2026 11:22,01/03/2026 11:40,steelworks gate,Riverside Walk,1350,casual,1969,3.70
114696,01/03/2026 11:27,01/03/2026 11:35,Gasometer Park,Riverside Walk,1001,member,1975,0.00
114697,01/03/2026 11:36,01/03/2026 12:03,Summit Ridge,Student Commons,1017,casual,1995,5.20
114698,01/03/2026 11:56,01/03/2026 12:26,Athletics Center,Athletics Center,1157,casual,1994,5.50
114699,01/03/2026 12:26,01/03/2026 12:56,Athletics Center,Athletics Center,1311,casual,1978,5.50
114700,01/03/2026 12:30,01/03/2026 12:50,Gasometer Park,Riverside Walk,1004,member,1994,0.00
114701,01/03/2026 13:08,01/03/2026 13:18,Seawall Promenade,Seawall Promenade,1348,member,1997,0.00
114702,01/03/2026 14:22,01/03/2026 16:10,Central Station,Aurora & 40th,1079,casual,,17.20
114703,01/03/2026 15:27,01/03/2026 16:56,Ferry Landing,Steelworks Gate,1177,casual,1992,14.50
114704,01/03/2026 15:27,01/03/2026 15:53,Fountain Court,Fountain Court,1125,member,2002,0.00
114705,01/03/2026 15:39,01/03/2026 15:47,Harbor East,University Gate,1137,Member,1985,0.00
114706,01/03/2026 15:44,01/03/2026 16:30,Grand & 3rd,Grand & 3rd,1144,casual,1973,8.05
114707,01/03/2026 15:54,01/03/2026 16:05,Central Station,Summit Ridge,1077,casual,2003,2.80
114708,01/03/2026 16:37,01/03/2026 16:53,Dockside Market,Dockside Market,1200,Casual,1978,3.40
114709,01/03/2026 16:42,01/03/2026 17:02,Student Commons,Warehouse Row,1012,casual,1961,4.00
114710,01/03/2026 16:53,01/03/2026 17:01,King's Cross Lane,King's Cross Lane,1255,member,1975,0.00
114711,01/03/2026 17:07,01/03/2026 17:24,Rosemont & 5th,Grand & 3rd,1181,member,1986,0.00
114712,01/03/2026 17:16,01/03/2026 17:39,Exchange Street,Sunset Boulevard,1047,casual,1995,4.60
114713,01/03/2026 17:37,01/03/2026 17:56,Old Mill Crossing,Old Mill Crossing,1083,casual,1978,3.85
114714,01/03/2026 18:09,01/03/2026 18:17,Kayak Launch,Student Commons,1064,member,1988,0.00
114715,01/03/2026 18:18,01/03/2026 19:03,Marina Green,Marina Green,1152,casual,1978,7.75
114716,01/03/2026 19:34,01/03/2026 19:58,Old Mill Crossing,Old Mill Crossing,1253,casual,1965,4.75
114717,01/03/2026 19:57,01/03/2026 20:02,Maple Grove,Old Town Square,1152,member,1964,0.00
114718,01/03/2026 20:24,01/03/2026 20:36,Central Station,Poplar Circle,1001,member,1986,0.00
114719,02/03/2026 05:28,02/03/2026 05:38,fountain court,Pier 12,1268,member,1992,0.00
114720,02/03/2026 05:43,02/03/2026 06:29,Northgate Transit Hub,Pier 12 ,1085,casual,1960,7.90
114721,02/03/2026 06:49,02/03/2026 07:22,Dockside Market,Dockside Market,1324,casual,1985,6.10
114722,02/03/2026 07:04,02/03/2026 07:07,Exchange Street,Student Commons,1026,member,1989,0.00
114723,02/03/2026 07:12,02/03/2026 08:04,Athletics Center,Athletics Center,1101,casual,1991,8.80
114724,02/03/2026 07:29,02/03/2026 07:35,Harbor East,Old Town Square,1036,member,1992,0.00
114725,02/03/2026 07:44,02/03/2026 07:48,Aurora & 22nd,City Hall,1027,member,1974,0.00
114726,02/03/2026 07:58,02/03/2026 08:04,Observatory Hill,Seawall Promenade,1061,member,1981,0.00
114727,02/03/2026 08:10,02/03/2026 08:26,City Hall,City Hall,1079,Casual,1979,3.55
114728,02/03/2026 08:21,02/03/2026 08:44,Riverside Walk,Maple Grove,1233,casual,1973,4.45
114729,02/03/2026 08:33,02/03/2026 08:46,Cedar Park Loop,Central Station,1041,Member,1991,0.00
114730,02/03/2026 08:38,02/03/2026 08:57,Observatory Hill,Student Commons,1142,casual,1999,3.85
114731,02/03/2026 08:45,02/03/2026 09:06,Clocktower Plaza,Warehouse Row,1060,member,1981,0.00
114732,02/03/2026 08:47,02/03/2026 09:30,Kayak Launch,Fountain Court,1127,casual,,7.45
114733,02/03/2026 08:52,02/03/2026 09:07,Clocktower Plaza,Clocktower Plaza,1319,casual,1985,3.25
114734,02/03/2026 10:00,02/03/2026 10:07,Pier 12,Riverside Walk,1242,member,1973,0.00
114735,02/03/2026 11:34,02/03/2026 11:39,Rosemont & 5th,Steelworks Gate,1348,Member,1993,0.00
114736,02/03/2026 11:44,02/03/2026 12:05,Riverside Walk,Exchange Street,1272,member,1998,0.00
114737,02/03/2026 14:04,02/03/2026 14:38,Summit Ridge,Harbor East ,1337,member,1989,0.00
114738,02/03/2026 15:02,02/03/2026 14:19,Gasometer Park,Gasometer Park,1195,member,1990,0.00
114739,02/03/2026 15:32,02/03/2026 15:45,Student Commons,Warehouse Row,1272,casual,,2.95
114740,02/03/2026 15:54,02/03/2026 16:01,Clocktower Plaza,Steelworks Gate,1344,member,1991,0.00
114741,02/03/2026 16:16,02/03/2026 16:32,Cobbler's Row,Cobbler's Row,1344,member,2001,0.00
114742,02/03/2026 16:19,02/03/2026 16:36,Cobbler's Row,Birchwood Terrace,1176,casual,1988,3.70
114743,02/03/2026 16:30,02/03/2026 16:49,Union Plaza,Observatory Hill,1259,member,1979,0.00
114744,02/03/2026 16:53,02/03/2026 17:19,Gasometer Park,Grand & 3rd,1311,casual,1968,4.90
114745,02/03/2026 16:57,02/03/2026 17:07,City Hall,Aurora & 22nd,1103,casual,1982,2.50
114746,02/03/2026 17:18,02/03/2026 17:36,Old Town Square,OLD TOWN SQUARE,1081,casual,1984,3.70
114747,02/03/2026 17:50,02/03/2026 17:55,Warehouse Row,Athletics Center,1011,member,1999,0.00
114748,02/03/2026 18:14,02/03/2026 18:22,Sunset Boulevard,Steelworks Gate,1278,Member,1972,0.00
114749,02/03/2026 18:15,02/03/2026 18:27,Kayak Launch,Kayak Launch,1201,casual,1979,2.95
114750,02/03/2026 19:11,02/03/2026 19:19,Steelworks Gate,Seawall Promenade,1019,casual,1980,2.35
114751,02/03/2026 19:39,02/03/2026 20:21,Union Plaza,Union Plaza,1159,casual,1995,7.30
114752,02/03/2026 19:41,02/03/2026 20:04,Summit Ridge,Central Station,1115,casual,1992,4.45
114753,02/03/2026 19:41,02/03/2026 19:51,Birchwood Terrace,Birchwood Terrace,1337,member,1998,0.00
114754,02/03/2026 21:39,02/03/2026 21:45,Summit Ridge,City Hall,1224,member,1977,0.00
114755,03/03/2026 00:28,03/03/2026 01:00,Maple Grove,Steelworks Gate,1068,casual,1957,5.95
114756,03/03/2026 07:13,03/03/2026 07:25,MAPLE GROVE,Gasometer Park,1312,Member,1996,0.00
114757,03/03/2026 07:46,03/03/2026 07:53,Old Town Square,Pier 12,1130,member,2001,0.00
114758,03/03/2026 08:08,03/03/2026 08:18,Old Town Square,Central Station,1154,casual,1988,2.50
114759,03/03/2026 08:08,03/03/2026 08:17,Rosemont & 5th,Rosemont & 5th,1343,member,1991,0.00
114760,03/03/2026 08:16,03/03/2026 09:01,Old Mill Crossing,Old Mill Crossing,1276,casual,1993,7.75
